System,Run,Experiment_Name,Method,Score_Type,B_add,gamma,tau_dom,Time_sec,Iter_1_Energy,Iter_1_Error,Iter_2_Energy,Iter_2_Error,Iter_3_Energy,Iter_3_Error,Iter_4_Energy,Iter_4_Error,Iter_5_Energy,Iter_5_Error,Iter_6_Energy,Iter_6_Error,Iter_7_Energy,Iter_7_Error,Iter_8_Energy,Iter_8_Error,Iter_9_Energy,Iter_9_Error,Iter_10_Energy,Iter_10_Error,Iter_11_Energy,Iter_11_Error,Iter_12_Energy,Iter_12_Error,Iter_13_Energy,Iter_13_Error,Iter_14_Energy,Iter_14_Error,Iter_15_Energy,Iter_15_Error,Iter_16_Energy,Iter_16_Error,Iter_17_Energy,Iter_17_Error,Iter_18_Energy,Iter_18_Error,Iter_19_Energy,Iter_19_Error,Iter_20_Energy,Iter_20_Error
pb3,run01.json,gamma_0.1,AS-SQD,ABC,600,0.1,0.001,3.1043879985809326,-6279.005675441241,0.8733092047077662,-6279.876194739511,0.0027899064371013083,-6279.878961421593,2.322435557289282e-05,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07,-6279.878983997124,6.488244252977893e-07
pb3,run01.json,gamma_5.0,AS-SQD,ABC,600,5.0,0.001,3.116783857345581,-6279.005675441241,0.8733092047077662,-6279.874759170994,0.004225474954182573,-6279.878960767858,2.387809036008548e-05,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07,-6279.878984121021,5.249276000540704e-07
pb3,run01.json,tau_dom_0.0001,AS-SQD,ABC,600,1.0,0.0001,4.907493829727173,-6279.005675441241,0.8733092047077662,-6279.875501205999,0.003483439949377498,-6279.878961162785,2.3483163204218727e-05,-6279.878982619841,2.0261077224859037e-06,-6279.878984142484,5.03464434586931e-07,-6279.878984244599,4.0134909795597196e-07,-6279.878984276197,3.697514330269769e-07,-6279.878984466277,1.7967158782994375e-07,-6279.878984486444,1.5950445231283084e-07,-6279.87898452875,1.171983967651613e-07,-6279.878984537501,1.0844723874470219e-07,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10
pb3,run01.json,tau_dom_0.01,AS-SQD,ABC,600,1.0,0.01,3.127138137817383,-6279.005675441241,0.8733092047077662,-6279.8761949851905,0.0027896607580260024,-6279.878961524141,2.3121807316783816e-05,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07,-6279.878984128403,5.175452315597795e-07
pb3,run02.json,B_add_1200,AS-SQD,ABC,1200,1.0,0.001,3.064879894256592,-6279.261813393194,0.6171712527548152,-6279.875885702337,0.0030989436118034064,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07,-6279.878983987764,6.581849447684363e-07
pb3,run02.json,B_add_200,AS-SQD,ABC,200,1.0,0.001,2.7692055702209473,-6279.261813393194,0.6171712527548152,-6279.874137101701,0.004847544247240876,-6279.878340409073,0.0006442368758143857,-6279.8788919596755,9.268627309211297e-05,-6279.878957052295,2.7593653612711933e-05,-6279.878973594085,1.1051863111788407e-05,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07,-6279.878983791486,8.544629963580519e-07
pb3,run02.json,Proposed_Baseline(ABC),AS-SQD,ABC,600,1.0,0.001,2.7938029766082764,-6279.261813393194,0.6171712527548152,-6279.875144699325,0.003839946623884316,-6279.878961189099,2.3456849703507032e-05,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07
pb3,run02.json,Score_A,AS-SQD,A,600,1.0,0.001,2.8380229473114014,-6279.261813393194,0.6171712527548152,-6279.874658732459,0.004325913489992672,-6279.8789612659375,2.3380011043627746e-05,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07,-6279.878983876449,7.694998203078285e-07
pb3,run02.json,Score_AB,AS-SQD,AB,600,1.0,0.001,2.801571846008301,-6279.261813393194,0.6171712527548152,-6279.874658718427,0.004325927521676931,-6279.878961189099,2.3456849703507032e-05,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07
pb3,run02.json,Score_AC,AS-SQD,AC,600,1.0,0.001,2.8284878730773926,-6279.261813393194,0.6171712527548152,-6279.875144699325,0.003839946623884316,-6279.878961189099,2.3456849703507032e-05,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07
pb3,run02.json,Score_B,AS-SQD,B,600,1.0,0.001,6.808700084686279,-6279.261813393194,0.6171712527548152,-6279.304510639335,0.5744740066138547,-6279.305162168678,0.5738224772703688,-6279.332687130983,0.5462975149657723,-6279.395942127507,0.48304251844183455,-6279.396573484429,0.482411161519849,-6279.422753388704,0.4562312572443261,-6279.878446549267,0.0005380966813390842,-6279.878975619299,9.026649422594346e-06,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07,-6279.878984480941,1.6500780475325882e-07
pb3,run02.json,Score_BC,AS-SQD,BC,600,1.0,0.001,7.771171808242798,-6279.261813393194,0.6171712527548152,-6279.3053502153225,0.5736344306260435,-6279.306632614422,0.5723520315268615,-6279.348136447628,0.5308481983202,-6279.3913076893505,0.4876769565980794,-6279.421353023233,0.4576316227157804,-6279.422014115482,0.45697053046660585,-6279.422753388704,0.4562312572443261,-6279.878976125985,8.519963557773735e-06,-6279.878976125985,8.519963557773735e-06,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07,-6279.878984486451,1.5949717635521665e-07
pb3,run02.json,Score_C,AS-SQD,C,600,1.0,0.001,2.7624268531799316,-6279.261813393194,0.6171712527548152,-6279.877433113409,0.0015515325394517276,-6279.878977561422,7.084526259859558e-06,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07,-6279.878983937898,7.080507202772424e-07
pb3,run02.json,Standard_SQD,Standard_SQD,N/A,N/A,N/A,N/A,2.9711220264434814,-6279.876227616038,0.002757029910753772,-6279.878577857684,0.0004067882646268117,-6279.8788741908575,0.00011045509108953411,-6279.878887560511,9.70854371189489e-05,-6279.8789197702,6.487574864877388e-05,-6279.878945124152,3.952179667976452e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05,-6279.878952505428,3.214052048861049e-05
pb3,run02.json,gamma_0.1,AS-SQD,ABC,600,0.1,0.001,2.806041955947876,-6279.261813393194,0.6171712527548152,-6279.875144699325,0.003839946623884316,-6279.878961189099,2.3456849703507032e-05,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07,-6279.878983799393,8.465558494208381e-07
pb3,run02.json,gamma_5.0,AS-SQD,ABC,600,5.0,0.001,3.7815778255462646,-6279.261813393194,0.6171712527548152,-6279.333892764847,0.5450918811011434,-6279.8757883392445,0.003196306704012386,-6279.878966453745,1.8192203242506366e-05,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07,-6279.878983827152,8.187962521333247e-07
pb3,run02.json,tau_dom_0.0001,AS-SQD,ABC,600,1.0,0.0001,4.591784954071045,-6279.261813393194,0.6171712527548152,-6279.8751453241175,0.0038393218310375232,-6279.878959556888,2.508906072762329e-05,-6279.878982351365,2.294583282491658e-06,-6279.878983870009,7.759399522910826e-07,-6279.8789839654555,6.804930308135226e-07,-6279.878984082705,5.63243702345062e-07,-6279.878984338172,3.07776645058766e-07,-6279.878984361519,2.8442991606425494e-07,-6279.8789843959785,2.4997007130878046e-07,-6279.878984537501,1.0844723874470219e-07,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10,-6279.8789846463915,4.4292391976341605e-10
pb3,run02.json,tau_dom_0.01,AS-SQD,ABC,600,1.0,0.01,2.831648111343384,-6279.261813393194,0.6171712527548152,-6279.875139808487,0.003844837461656425,-6279.878961270478,2.3375470846076496e-05,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07,-6279.878983883675,7.622738849022426e-07
pb3,run03.json,B_add_1200,AS-SQD,ABC,1200,1.0,0.001,3.1776070594787598,-6279.2123491194,0.6666355265488164,-6279.8754013872,0.0035832587482218514,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07,-6279.878984108699,5.3724943427369e-07
