system,active_space,R,n_unique_mean,n_unique_std,n_unique_phys_mean,n_unique_phys_std,p_phys_mean,p_phys_std,top1_mean,top1_std,tvd_mean,tvd_std,tvd_min,tvd_max
pb2,4e8o,10,1384.8,42.873768203879635,105.6,5.713142742834281,0.48138,0.007279670322205529,0.34737999999999997,0.009801612112300713,0.04476078199138993,0.013691173224376733,0.03149258984206032,0.0800997818092475
pb3,6e12o,10,5164.2,285.80755763275397,345.8,32.12102115437802,0.21088999999999997,0.03781516759185393,0.10507999999999999,0.03663989082953168,0.36448798108961916,0.20590089227094163,0.15115892745465911,0.7842922955376582
pb4,8e16o,10,8375.9,104.56428644618582,489.6,24.609754163745723,0.10701000000000001,0.0038365218623122688,0.033440000000000004,0.0034299271129282025,0.4678377597881218,0.02392565012497857,0.4155382401685574,0.5210495935715764
